creationTime,nickname,content,buy_time,点赞数,回复数,content_type,referenceName
2020-07-13 21:09:04,14413985677,送货安装都很快捷，空调外形美观，制冷速度快，一级能效据说比较节电。大家电基本都在京东购买，京东值得信赖！,2020-07-09 09:15:35,0,0,5,美的(Midea)新一级 i青春II 智能家电 变频冷暖 1.5匹壁挂式空调挂机KFR-35GW/N8XHB1
2020-10-31 11:04:07,14819207004,"外形外观：冷暖风都很合适，制热效果挺快
冷暖效果：外观简单大方，好清洁，适合日用
节能省电：省电吗以前还未住人，要等住人后看
送货安装：安装很顺利，没有问题出现，试运行良好
静音效果：声音比较小，可以接受的",2020-10-25 10:10:51,1,1,5,美的(Midea)新一级 i青春II 智能家电 变频冷暖 1.5匹壁挂式空调挂机KFR-35GW/N8XHB1
2020-07-20 16:00:14,14438801930,"外形外观：挺漂亮的外形。
冷暖效果：制冷很快
静音效果：声音还可以，比老空调安静很多
送货安装：安装师傅下雨天也来安装，服务很好",2020-07-19 14:13:41,0,0,5,美的(Midea)新一级 i青春II 智能家电 变频冷暖 1.5匹壁挂式空调挂机KFR-35GW/N8XHB1
2020-08-13 23:26:59,14527760914,犹豫了好久买了这款新能效的，i青春外观简单大气，又是彩色的商标，一级新能效，使用起来方便经常用也不会心疼电费。长期使用还是很好的选择的！,2020-07-15 23:20:02,0,0,5,美的(Midea)新一级 i青春II 智能家电 变频冷暖 1.5匹壁挂式空调挂机KFR-35GW/N8XHB1
2020-08-15 13:11:38,14532780548,"静音效果：声音不大
节能省电：刚开始用！商家说开26度只要0.33度
产品特色：制冷效果好
送货安装：安装师傅速度很多！服务态度很好！预约很准时！
外形外观：外观挺时尚
冷暖效果：制冷效果很好",2020-08-12 02:17:19,0,0,5,美的(Midea)新一级 i青春II 智能家电 变频冷暖 1.5匹壁挂式空调挂机KFR-35GW/N8XHB1
2020-07-23 19:14:02,14450754856,空调用了一段时间了，降温速度也挺快的，静音，而且颜值也蛮高～安装的师傅很负责，耐心沟通安装的位置～家里的老人很满意，京东我爱了，?,2020-07-18 22:01:10,0,0,5,美的(Midea)新一级 i青春II 智能家电 变频冷暖 1.5匹壁挂式空调挂机KFR-35GW/N8XHB1
2020-11-13 17:23:04,14895130788,双十一活动买的，安装小伙忙了一下午两个人，我家7楼挺辛苦的。空调制冷效果很好，一会就冷的不得了。很好，服务周到，安装速度快。,2020-11-11 01:37:44,0,1,5,美的(Midea)新一级 i青春II 智能家电 变频冷暖 1.5匹壁挂式空调挂机KFR-35GW/N8XHB1
2020-07-12 21:09:57,14410187076,"送货安装：到货第二天预约马上就来安装了，安装满意
外形外观：款式大方，看着大气
冷暖效果：制冷速度快
产品特色： 手机连接给力，京东服务很给力棒棒哒",2020-07-01 18:17:43,0,0,5,美的(Midea)新一级 i青春II 智能家电 变频冷暖 1.5匹壁挂式空调挂机KFR-35GW/N8XHB1
2020-07-26 13:10:46,14460118744,"外形美观耐看，静音效果很不错。
开完不久温度就能很快的降低下来。
送货安装很快，师傅安装得也很仔细，非常好！
静音效果：很好，晚上终于可以安静的享受空调了
节能省电：新一级能效，更省电，还能走北京市政府的节能补贴，到手价更便宜啦
产品特色：外观美观耐看，数字显示很清晰，夜里也不刺眼，也会自动隐去。",2020-07-20 22:45:58,0,0,5,美的(Midea)新一级 i青春II 智能家电 变频冷暖 1.5匹壁挂式空调挂机KFR-35GW/N8XHB1
2020-07-15 23:18:33,14421936972,对比了很多品牌，这款能效5.27是最省电，价位比格力还优惠，又是大牌，装好了感觉很静音，烤箱也收到了，很满意,2020-07-12 13:48:47,0,1,5,美的(Midea)新一级 i青春II 智能家电 变频冷暖 1.5匹壁挂式空调挂机KFR-35GW/N8XHB1
2020-08-17 19:52:57,14541610912,空调外形外观：整体的流线型设计看起来挺美观大方的。简洁明了，非常好看！制冷效果很不错的，打开后基本上十分钟内就感觉整个房间凉爽宜人，很舒服。静音效果：内机基本上听不到噪音，外机声音也很不错的。送货安装的师傅非常专业！40分钟全部搞定！大赞！！,2020-08-16 11:29:09,0,0,5,美的(Midea)新一级 i青春II 智能家电 变频冷暖 1.5匹壁挂式空调挂机KFR-35GW/N8XHB1
2020-11-02 13:20:39,14829598182,京东送货速度真的快，夜里买的，白天就送到了，美的服务很好，安装师傅服务很好，很专业，进门前都自带鞋套，安装过程也没把家里弄脏弄乱，很棒，空调也很漂亮，很安静,2020-11-01 01:14:13,0,1,5,美的(Midea)新一级 i青春II 智能家电 变频冷暖 1.5匹壁挂式空调挂机KFR-35GW/N8XHB1
2020-07-18 12:48:25,14430629716,特别好，机器很漂亮，服务很周到，安装师傅很实在，关键它是新一级能效的,2020-07-15 19:37:45,0,0,5,美的(Midea)新一级 i青春II 智能家电 变频冷暖 1.5匹壁挂式空调挂机KFR-35GW/N8XHB1
2020-09-16 20:04:04,14650061165,"外形外观：纯白外观，百搭家具，不负青春二字
冷暖效果：夏天主要是空调，30秒感觉到冻，制冷效果超快。
静音效果：内机基本感觉不到有声音，静音效果好。
节能省电：新一级能效，一天三度电。
产品特色：一键防直吹，关灯自动感应。
送货安装：送货上楼，安装熟练，服务态度好，值得推荐。",2020-09-13 00:01:25,0,1,5,美的(Midea)新一级 i青春II 智能家电 变频冷暖 1.5匹壁挂式空调挂机KFR-35GW/N8XHB1
2020-07-26 09:37:06,14459290745,这款空调外观简洁大方，节能省电，静音效果不错，特别是有防直吹功能，很喜欢这个设计，体感更加舒适，尤其是睡眠的时候，不会觉得冷风吹得难受，京东购物到货非常快，第二天安装师傅就带着空调一起来安装了，师傅服务热情，很满意！,2020-07-13 16:02:49,0,0,5,美的(Midea)新一级 i青春II 智能家电 变频冷暖 1.5匹壁挂式空调挂机KFR-35GW/N8XHB1
2020-11-23 22:57:10,14953048756,外观比较完美大气，摸着感觉质量不错，新一级能效，能效比较高，应该会比较省电，感觉质量不错，没什么噪音，送货师傅和安装师傅一起到的，服务态度很好，很卖力给安装师傅一个大大的好评！,2020-11-22 08:00:11,0,1,5,美的(Midea)新一级 i青春II 智能家电 变频冷暖 1.5匹壁挂式空调挂机KFR-35GW/N8XHB1
2020-10-26 12:14:05,14799347778,非常信任京东自营，送货快；非常信任京东售后，美的售后。晚上订货购买，马上就有客服跟进，确定送货时间，安装时间。这效率没得说！送货小哥，安装师傅，专业，赞一个！,2020-10-25 00:01:22,0,1,5,美的(Midea)新一级 i青春II 智能家电 变频冷暖 1.5匹壁挂式空调挂机KFR-35GW/N8XHB1
2020-11-03 12:41:38,14835216314,"冷暖效果：制热制热挺快，效果可以。送货速度很快攒。安装师傅也很好，很认真仔细。
静音效果：可以。调低了就没声了。",2020-11-01 00:33:43,0,1,5,美的(Midea)新一级 i青春II 智能家电 变频冷暖 1.5匹壁挂式空调挂机KFR-35GW/N8XHB1
2020-07-17 11:39:02,14426749746,"静音效果：声音很小，静音效果好
节能省电：一级能效，能效比5.2，感觉高的离谱，不过还是相信厂家，既然敢标这么高，就一定能达到
送货安装：安装的师傅动作很麻利，不到一个小时安装好。抽真空很认真
冷暖效果：制冷效果很好，制热没事，相信也没问题",2020-07-12 10:21:23,0,0,5,美的(Midea)新一级 i青春II 智能家电 变频冷暖 1.5匹壁挂式空调挂机KFR-35GW/N8XHB1
2020-07-16 02:53:32,14422152555,"因为是新房装修，所以到货的时候还没联系安装，以至于现在安装好了才来评价。
外形外观：相当完美
冷暖效果：制冷很迅速的。
节能省电：一级能效，省电妥妥的。 
产品特色：智能变频超级省电，外观设计好看。加上是大品牌，质量过硬。
送货安装：师傅送上楼，安装也是很速度的。",2020-07-01 22:30:40,0,0,5,美的(Midea)新一级 i青春II 智能家电 变频冷暖 1.5匹壁挂式空调挂机KFR-35GW/N8XHB1
2020-08-23 15:25:14,14562132006,还得是新产品，外形非常漂亮，白白净净，流线简洁，一眼就爱上了。换了新空调，声音小，终于可以安静的睡觉了。遥控器非常简洁，瘦瘦的就像一支笔，很喜欢?，还可以用APP控制。奔着新一级能耗买的，节约资源省电。功能相当强大，一键ECO，防直吹，智能模式，各种模式，自动清洁，看的眼花缭乱。最后要特别赞一下安装师傅，空调送到之后来的很快，干活麻利，明码标价，还无偿用砂轮帮我一个大忙，真心感谢！??,2020-07-23 12:41:17,0,0,5,美的(Midea)新一级 i青春II 智能家电 变频冷暖 1.5匹壁挂式空调挂机KFR-35GW/N8XHB1
2020-08-26 07:14:05,14571320673,"外形外观：很简洁，前面板是磨砂质感，边沿有半透明的装饰条。
冷暖效果：制冷效果特别好，室外35度，设置27就很凉爽。
静音效果：设置防直吹模式，声音可以忽略不计。
产品特色：配合美的APP，可以实现很多实用有趣的功能，回家前预先打开，离家关闭，也可以远程打开，在天热的时候给猫咪降降温。再不会有出门忘关空调开一天的情况。
送货安装：装机师傅很专业敬业，收费透明，有美的客服回访，非常省心。",2020-07-23 15:29:53,0,0,5,美的(Midea)新一级 i青春II 智能家电 变频冷暖 1.5匹壁挂式空调挂机KFR-35GW/N8XHB1
2020-07-19 09:51:27,14433596035,"外形外观：非常出乎意料，很好看，面板有质感，显得很高档。
静音效果：很安静，睡眠模式完全听不到声音。
送货安装：当天送货，当天就完成了安装，这个速度真的出乎意料！安装人员服务态度非常好！",2020-07-17 15:10:24,0,0,5,美的(Midea)新一级 i青春II 智能家电 变频冷暖 1.5匹壁挂式空调挂机KFR-35GW/N8XHB1
2020-07-30 22:01:38,14476935566,款式很好看，外观很新，制冷效果很好，制冷速度蛮快的，静音效果不错，挺省电的，款式很新颖，很喜欢，送货速度很快，安装师傅第二天就上门安装了，很满意,2020-07-24 12:01:55,0,0,5,美的(Midea)新一级 i青春II 智能家电 变频冷暖 1.5匹壁挂式空调挂机KFR-35GW/N8XHB1
2020-08-11 10:51:28,14518168378,是理想中的产品?，质量不错，APP操作方便，物流也很快。安装师傅态度很好，安装很快，值得点赞！,2020-08-09 12:24:39,0,0,5,美的(Midea)新一级 i青春II 智能家电 变频冷暖 1.5匹壁挂式空调挂机KFR-35GW/N8XHB1
2020-12-14 12:01:54,15043834316,京东昨天就联系我了，预约配送时间与安装时间，感觉京东真的棒，当然产品也非常棒！总而言之非常好，感觉非常棒，给安装师傅也点个赞！,2020-12-09 00:38:42,0,1,5,美的(Midea)新一级 i青春II 智能家电 变频冷暖 1.5匹壁挂式空调挂机KFR-35GW/N8XHB1
2020-11-04 16:36:26,14842123017,空调外观漂亮，制热快，因为天气凉快，就没有试制冷，安装师傅服务态度好，很耐心细心，现在天气还用不上空调，以后用了再追评。,2020-10-29 19:55:34,0,0,5,美的(Midea)新一级 i青春II 智能家电 变频冷暖 1.5匹壁挂式空调挂机KFR-35GW/N8XHB1
2020-07-18 22:12:34,14432607967,"外形外观：线条优美，做工细致，颜色典雅。
静音效果：声音小
冷暖效果：风速可大可小，随心所欲，制冷效果超越同时购买的某兄弟品牌。
节能省电：eco模式不是一般的节能哈
产品特色：节能、美观、制冷快、服务好。",2020-07-16 17:21:16,0,0,5,美的(Midea)新一级 i青春II 智能家电 变频冷暖 1.5匹壁挂式空调挂机KFR-35GW/N8XHB1
2020-07-18 17:07:46,14431586759,外观美观大气，美的产品质量过硬。新一级能效，能效比高，省电放心。静音效果也很不错，没什么噪音。农村也包送包安装，服务态度很好，很快搞定，很稳！,2020-07-16 14:39:32,0,0,5,美的(Midea)新一级 i青春II 智能家电 变频冷暖 1.5匹壁挂式空调挂机KFR-35GW/N8XHB1
2020-11-16 11:01:56,14912148697,外形外观：空调很好，师傅安装的很好，很棒。空调很好，师傅安装的很好，很棒。美的再接再厉，加油干。比其他厂家做的更强更好更大宇宙无敌第一,2020-11-11 00:13:22,0,1,5,美的(Midea)新一级 i青春II 智能家电 变频冷暖 1.5匹壁挂式空调挂机KFR-35GW/N8XHB1
2020-07-25 15:40:26,14457083408,空调很漂亮，新能效一直开着也不怕烧电了，很给力！特别赞下安装师傅高效服务周到，一分钱不用掏！必须给个赞！,2020-07-23 02:42:04,0,0,5,美的(Midea)新一级 i青春II 智能家电 变频冷暖 1.5匹壁挂式空调挂机KFR-35GW/N8XHB1
2020-09-19 10:24:16,14658906736,新一级能效果然很省电，制冷很快，就是遥控器有点难看。还有小美音箱很傻。跟小爱不能比！祝美的越来越好～超越某格，安装人员流程清晰明白，抽真空15分钟，好评,2020-08-15 16:59:28,0,0,5,美的(Midea)新一级 i青春II 智能家电 变频冷暖 1.5匹壁挂式空调挂机KFR-35GW/N8XHB1
2020-08-06 11:35:29,14500502325,老款的青春II1.5匹使用了一段时间很省电也静音，现在又出新一级的青春II能效比更高，能效比高达5.27最看重这一点。外观简洁大气，特别喜欢那个面板很有青春的气息。温度调节可以精准到0.5度，更加舒适！ECO一键设定，一晚真的可以低至1.8度电！节能又环保还省电费，一键防直吹这个功能很贴心，还能连接网络，手机APP就能控制空调，这个功能非常喜欢！物流很快送到，安装师傅也很快就上门安装了，整个购物体验很满意！整机保修6年，质量有保证放心使用！,2020-08-01 22:58:59,0,0,5,美的(Midea)新一级 i青春II 智能家电 变频冷暖 1.5匹壁挂式空调挂机KFR-35GW/N8XHB1
2020-10-28 13:50:41,14808132448,"外形外观：白色小清新，透明包边，美观大方
冷暖效果：加热速度快，很快就暖和了
静音效果：超级安静，几乎感觉不不到存在
节能省电：新国标一级能效，非常省电
送货安装：送装一体，服务好
产品特色：智能wifi控制，连接叮咚还能实现语音操作！",2020-10-25 19:38:37,0,1,5,美的(Midea)新一级 i青春II 智能家电 变频冷暖 1.5匹壁挂式空调挂机KFR-35GW/N8XHB1
2020-12-23 10:57:59,15084751285,东西不错，安装速度很快，试了下制热，效果还可以。安装打了个孔，加长了铜管，目前没有问题。一级能效，应该比较省点。也有wifi功能，可以远程控制。,2020-12-12 22:51:07,0,1,5,美的(Midea)新一级 i青春II 智能家电 变频冷暖 1.5匹壁挂式空调挂机KFR-35GW/N8XHB1
2020-12-10 15:21:41,15025271203,"外形外观简约时尚，高端大气上档次。
冷暖效果，制冷制热效果好，速度快。
静音效果基本上听不见什么声音，晚上睡得也很好，节能省电。安装师傅安装的速度也快。",2020-12-01 00:01:50,0,1,5,美的(Midea)新一级 i青春II 智能家电 变频冷暖 1.5匹壁挂式空调挂机KFR-35GW/N8XHB1
2020-07-18 13:42:52,14430830264,"冷暖效果：好
外形外观：好看
静音效果：声音非常静
节能省电：省电
送货安装：我们在农村京东送货速度非常快??安装师傅非常好，又有耐心，谢谢师傅了",2020-07-15 20:27:05,0,0,5,美的(Midea)新一级 i青春II 智能家电 变频冷暖 1.5匹壁挂式空调挂机KFR-35GW/N8XHB1
2020-07-10 22:28:14,14402994776,"外形外观：款， 外形很时尚
冷暖效果：夏冷气冬暖气，实用
静音效果：很安静无噪音，不影响睡眠
节能省电：一级能耗，非常省电
产品特色：能WIFI ，可手机调控，简直太方便！
送货安装：选了8年保修，上门安装，服务周到，态度很好，还送一榨汁杯，女儿乐坏了！",2020-07-03 13:34:49,1,0,5,美的(Midea)新一级 i青春II 智能家电 变频冷暖 1.5匹壁挂式空调挂机KFR-35GW/N8XHB1
2020-07-17 19:07:27,14428357606,预约的今天安装空调师傅今天主动联系我，这点还是比较满意的，服务态度很好，安装也很到位，总的比较满意，以后会给朋友推荐美的空调，刚刚试了制冷效果，还是比较满意。,2020-07-15 10:36:24,0,0,5,美的(Midea)新一级 i青春II 智能家电 变频冷暖 1.5匹壁挂式空调挂机KFR-35GW/N8XHB1
2020-09-13 10:48:54,14636849734,外观漂亮，静音效果非常好，防直吹的效果也很好，而且空气清新，送货安装都好温馨神速，头天下单，第二天就有人联系送货上门的时间，紧接着就有人联系安装，从下单到送货安装完毕仅仅两天时间，让孩子周末回家感受到了舒适的空调。太好了，以后还选京东购物。,2020-09-09 00:36:39,0,1,5,美的(Midea)新一级 i青春II 智能家电 变频冷暖 1.5匹壁挂式空调挂机KFR-35GW/N8XHB1
2020-07-16 13:05:52,14423483781,"送货安装：师傅上门安装，非常专业热情
外形外观：整体流畅，简约不简单
冷暖效果：风速调大，温度调低，一会儿就冷
静音效果：声音非常小，不影响睡眠
节能省电：有ECO模式，自动省电的
产品特色：智能产品，使用方便",2020-07-11 16:30:35,0,0,5,美的(Midea)新一级 i青春II 智能家电 变频冷暖 1.5匹壁挂式空调挂机KFR-35GW/N8XHB1
2020-08-09 08:54:50,14510464436,外观简约大方 制冷很快 打开空调马上就凉起来了  静音效果好 基本上听不到什么声音 一级能耗应该不怎么费电 整体很满意 安装师傅认真负责 干活仔细 一大早就来安装 很辛苦,2020-08-05 10:18:27,0,0,5,美的(Midea)新一级 i青春II 智能家电 变频冷暖 1.5匹壁挂式空调挂机KFR-35GW/N8XHB1
2020-08-08 18:06:13,14508949850,美的空调外观精致，制冷效果很快，也很静音，安装师傅态度很好。,2020-08-03 18:19:02,0,0,5,美的(Midea)新一级 i青春II 智能家电 变频冷暖 1.5匹壁挂式空调挂机KFR-35GW/N8XHB1
2020-07-13 12:17:42,14412055876,"产品特色：很快就凉起来
冷暖效果：冷速度还可以
静音效果：很静
节能省电：交电费就知道了",2020-07-01 01:00:21,0,0,5,美的(Midea)新一级 i青春II 智能家电 变频冷暖 1.5匹壁挂式空调挂机KFR-35GW/N8XHB1
2020-08-10 14:48:09,14515389942,"外形时尚，特别静音，制冷也非常快,还有一键防直吹功能，很实用，性价比高，而且还能手机控制，很方便，师傅安装及时。",2020-07-27 09:57:02,0,0,5,美的(Midea)新一级 i青春II 智能家电 变频冷暖 1.5匹壁挂式空调挂机KFR-35GW/N8XHB1
2020-12-14 19:39:28,15046187758,安装师傅第二天就联系过来，安装服务很到位，安装好了，还帮我把空调用塑料袋罩住，因为房子还没有做保洁，防止有灰尘洒落。真的很感谢?,2020-12-11 18:17:41,0,1,5,美的(Midea)新一级 i青春II 智能家电 变频冷暖 1.5匹壁挂式空调挂机KFR-35GW/N8XHB1
2020-11-17 23:13:04,14923178276,空调质量挺好的，双十一买的，价格确实是真的便宜。比平时的价格还便宜多。空调的外观漂亮，很高端大气上档次。空调的冷暖效果很好。静音效果也很好。是节能省电模式的，一级能效变频空调，安装维修服务态度很好！好评吧,2020-11-11 23:06:19,0,1,5,美的(Midea)新一级 i青春II 智能家电 变频冷暖 1.5匹壁挂式空调挂机KFR-35GW/N8XHB1
2020-12-13 18:00:58,15040467560,制冷效果很好制冷很快，很静音，安装送货都很快，师傅服务态度好，还帮忙打扫卫生，空调质量很好价格也很优惠，师傅提了很多有用的建议！,2020-12-12 00:09:03,0,1,5,美的(Midea)新一级 i青春II 智能家电 变频冷暖 1.5匹壁挂式空调挂机KFR-35GW/N8XHB1
2020-10-10 16:29:46,14737422838,外观设计漂亮，大气，制冷效果特别给力，制热还没用，美的节能是没得说的，不用担心费电，声音也不大，送货快，第二天就安装，安装师傅特别的专业，装了比我们自己设计的好看。,2020-08-16 13:01:25,0,1,5,美的(Midea)新一级 i青春II 智能家电 变频冷暖 1.5匹壁挂式空调挂机KFR-35GW/N8XHB1
2020-07-25 20:43:32,14458110689,"外形外观：全白色配色，时尚漂亮
节能省电：一级能效，超级省电
送货安装：安装及时，服务满意",2020-07-23 09:52:37,0,0,5,美的(Midea)新一级 i青春II 智能家电 变频冷暖 1.5匹壁挂式空调挂机KFR-35GW/N8XHB1
2020-08-24 20:37:41,14566903229,"外形外观：美的1.5匹挂机，白色拉丝面板，外形相当美观。
冷暖效果：制冷速度相当不错，制热效果还不知道。
静音效果：静音效果相当好，隔着单层玻璃窗几乎听不到声音。
节能省电：新一级效能，节能省电。
送货安装：第一天下单，第二天上午就到，下午就来安装，送货速度快，安装专业，服务态度很好。",2020-08-23 09:08:11,0,0,5,美的(Midea)新一级 i青春II 智能家电 变频冷暖 1.5匹壁挂式空调挂机KFR-35GW/N8XHB1
2020-10-15 16:48:04,14756572204,"外形外观：外形非常的简洁，美观，大气，简直就是一件工艺品。
冷暖效果：制冷，制暖都非常的舒服，非常快。
静音效果：非常静音，几乎听不到风机转动的声音。
节能省电：新一级能效，非常省电。
产品特色：智能，环保。
送货安装：送装师傅非常尽心，安装服务非常专业。",2020-10-13 19:13:35,0,1,5,美的(Midea)新一级 i青春II 智能家电 变频冷暖 1.5匹壁挂式空调挂机KFR-35GW/N8XHB1
2020-12-07 13:01:26,15011225296,"外形外观：外观不错，有时尚感。
冷暖效果：试了制暖效果，升温很快，制冷夜不错。
静音效果：静音效果不错，挺安静的
节能省电：一级能效的应该不错！
送货安装：送货很快，安装上门及时，态度很好！",2020-12-05 20:09:02,0,1,5,美的(Midea)新一级 i青春II 智能家电 变频冷暖 1.5匹壁挂式空调挂机KFR-35GW/N8XHB1
2020-11-15 12:46:59,14906368037,相信美的品牌的力量，新装修的房子冰箱空调都选择的美的，i青春的外观漂亮，制冷制热的速度非常快，非常静音，全五星好评！,2020-11-11 15:02:48,0,1,5,美的(Midea)新一级 i青春II 智能家电 变频冷暖 1.5匹壁挂式空调挂机KFR-35GW/N8XHB1
2020-12-12 20:08:45,15035944934,用了段时间来评价的，外观好看漂亮静音效果挺好的声音很小暖风也可以送货****也很好，我买的这款挺省电的&hellip;总之一句话个人很满意&hellip;,2020-11-09 15:24:42,0,1,5,美的(Midea)新一级 i青春II 智能家电 变频冷暖 1.5匹壁挂式空调挂机KFR-35GW/N8XHB1
2020-10-14 16:38:03,14752629055,"外形外观：外观还是比较时尚大方的，不会看上去很俗套
冷暖效果：制暖效果比较好，开机不多久，全屋就暖和了
送货安装：师傅比较给力，安装下来也比较小心，服务态度也很好",2020-10-13 10:47:58,0,1,5,美的(Midea)新一级 i青春II 智能家电 变频冷暖 1.5匹壁挂式空调挂机KFR-35GW/N8XHB1
2020-11-11 17:28:04,14880903780,正赶上双十一，同时买了四台空调，凌晨下单，下午就收到空调，并安装完成。速度是真快，美的空调外观漂亮，现在是冬季，暖风效果明显，真的很好。特别是安装师傅细心，专业，活干得漂亮，五星好评,2020-11-11 00:13:20,0,1,5,美的(Midea)新一级 i青春II 智能家电 变频冷暖 1.5匹壁挂式空调挂机KFR-35GW/N8XHB1
2020-09-13 12:48:05,14637288355,这个空调制冷很快，感觉买的还是很不错的。晚上关灯后，有自动熄灭屏显功能，比较人性化。外观是带条纹的面板，比较耐看，以为是玻璃面板。还有个eco功能，晚上开着，风比较温柔，不会感觉很冷，这个也是很满意的一点。,2020-09-09 01:23:45,0,1,5,美的(Midea)新一级 i青春II 智能家电 变频冷暖 1.5匹壁挂式空调挂机KFR-35GW/N8XHB1
2020-07-21 19:09:48,14443334254,"冷暖效果：很凉。
静音效果：声音不算大，还能接受
送货安装：安装师傅挺专业的
外形外观：外观精致",2020-07-20 16:06:41,0,0,5,美的(Midea)新一级 i青春II 智能家电 变频冷暖 1.5匹壁挂式空调挂机KFR-35GW/N8XHB1
2020-07-17 23:04:56,14429114920,"外形外观：时尚漂亮
冷暖效果：制冷速度快，制暖还没用过
静音效果：几乎听不到
节能省电：新一级能耗随便用也不会心疼
产品特色：美的出品值得信赖
送货安装：下单第二天就送到了，安装师傅很专业",2020-07-12 12:17:51,0,0,5,美的(Midea)新一级 i青春II 智能家电 变频冷暖 1.5匹壁挂式空调挂机KFR-35GW/N8XHB1
2020-11-15 17:33:49,14908117598,"外形外观：很漂亮，孩子非常喜欢，
冷暖效果：刚安装用了一下，效果很好
静音效果：噪音小，
节能省电：省电
产品特色：很美观
送货安装：装修师傅非常负责，很热情",2020-11-11 21:54:02,0,1,5,美的(Midea)新一级 i青春II 智能家电 变频冷暖 1.5匹壁挂式空调挂机KFR-35GW/N8XHB1
2020-07-22 22:19:32,14447708847,物流快，隔天到家，还是送到家里的。外观好看制冷快，主要是工作时声音静并且非常省电。一句话非常满意的一次购物,2020-07-15 15:35:07,0,0,5,美的(Midea)新一级 i青春II 智能家电 变频冷暖 1.5匹壁挂式空调挂机KFR-35GW/N8XHB1
2020-12-17 12:39:54,15058771571,外观漂亮，不死板，制热效果挺快，制冷如何，有待夏天验证，信任品牌，应该不会有问题的，声音也还好，就是遥控器太小巧了，小巧的怕丢了不好找！安装师傅服务态度也很好很满意！在京东购物，买的放心！相信京东！我家的家电都是京东买的！,2020-12-15 08:54:34,0,1,5,美的(Midea)新一级 i青春II 智能家电 变频冷暖 1.5匹壁挂式空调挂机KFR-35GW/N8XHB1
2020-07-31 21:38:03,14480472025,"外观美观大气，新一级能效,比较省电，制冷效果很不错,并且是带wifi智能的。静音效果也很不错,没什么噪音。送货和安装师傅都是按预约时间到达,很棒棒哒,空调也很棒,制冷快,噪音小,安装师傅动作熟练有度一会会就安装好了，很给力，谢谢美的品牌，值得信赖！",2020-07-27 18:41:36,0,0,5,美的(Midea)新一级 i青春II 智能家电 变频冷暖 1.5匹壁挂式空调挂机KFR-35GW/N8XHB1
2020-11-16 16:11:21,14914230775,大品牌的产品质量就是好，设计的外观好看，制冷效果速度很快，而且还听不到噪音，节能又省电，看着这款空调就舒服，京东上购物服务态度很好。,2020-11-11 16:34:56,0,1,5,美的(Midea)新一级 i青春II 智能家电 变频冷暖 1.5匹壁挂式空调挂机KFR-35GW/N8XHB1
2020-08-10 11:49:45,14514732659,外观简洁美观，制冷效果不错。还有防直吹功能，避免冷气直接吹到身体，非常实用的一个功能。除湿功能在梅雨或者回南天适合开启，可以去掉房间内过多的水汽。,2020-07-24 15:19:50,0,0,5,美的(Midea)新一级 i青春II 智能家电 变频冷暖 1.5匹壁挂式空调挂机KFR-35GW/N8XHB1
2020-07-31 13:02:22,14478703766,"外形外观：美观大气，摸着质量也很好，白色的也比较耐看。
冷暖效果：制冷效果很快，用了下制热也很好用。
静音效果：声音小，比较静音，新升级的就是不一样
节能省电：选择一级效能，真的省了不少电，长期用就是适合。
产品特色：好看耐用
送货安装：第二天就到货安装了，师傅专业态度好。",2020-07-08 17:39:28,0,0,5,美的(Midea)新一级 i青春II 智能家电 变频冷暖 1.5匹壁挂式空调挂机KFR-35GW/N8XHB1
2020-07-27 09:08:05,14462833010,"外形外观：父母买的，都说样子美观大方非常好。
冷暖效果：制冷非常快，天冷的时候再试试制热效果
静音效果：睡觉很舒适噪音非常小
节能省电：新一级能效，5.27的能效比非常不错
送货安装：父母住的比较远，昨天到货今天一早师傅就给安装完毕，服务非常好！",2020-07-19 23:02:54,0,0,5,美的(Midea)新一级 i青春II 智能家电 变频冷暖 1.5匹壁挂式空调挂机KFR-35GW/N8XHB1
2020-07-27 07:34:54,14462586712,送货速度超快的，在农村今天下明天就送到了，安装师傅立刻就联系安装，24小时内送装厉害！空调外观设计简洁大方，制冷速度快，基本上没有什么噪音，睡觉很安静舒服，eco功能更节能省电，这个夏天少不了它！,2020-07-23 10:01:40,0,0,5,美的(Midea)新一级 i青春II 智能家电 变频冷暖 1.5匹壁挂式空调挂机KFR-35GW/N8XHB1
2020-08-06 14:29:26,14501132721,空调的外观好看，高档大气，制冷效果非常好，开起来很安静，非常的省电，制热也很快，一会就热了，送货安装安排的很好，师傅也很热情，工作认真,2020-07-24 23:47:28,0,0,5,美的(Midea)新一级 i青春II 智能家电 变频冷暖 1.5匹壁挂式空调挂机KFR-35GW/N8XHB1
2020-07-26 13:35:18,14460206688,要换空调了，选来选去还是决定再用美的。这款新一级效能，省电喔，能自动清洁，冷得快，风大，制冷效果不错呉。房门打开连厅都感受到冷气。特别赞一下安装师傅，很给力啊，感觉挺专业的，!,2020-07-24 13:23:20,0,0,5,美的(Midea)新一级 i青春II 智能家电 变频冷暖 1.5匹壁挂式空调挂机KFR-35GW/N8XHB1
